class_id,status,elapsed_ms,candidate_count,details
9680,no_counterexample_found,2503,81,
9681,no_counterexample_found,2416,81,
9682,no_counterexample_found,2612,81,
9683,no_counterexample_found,2726,81,
9684,no_counterexample_found,2492,81,
9685,no_counterexample_found,2393,81,
9686,no_counterexample_found,2111,81,
9687,no_counterexample_found,2179,81,
9688,no_counterexample_found,2108,7,
9689,no_counterexample_found,1887,7,
9690,no_counterexample_found,1995,40,
9691,difference_test_written,1992,40,candidate_index=8;method1=OK;method2=OK
9692,no_counterexample_found,1895,7,
9693,no_counterexample_found,2397,81,
9694,no_counterexample_found,2172,7,
9695,no_counterexample_found,2431,81,
9696,no_counterexample_found,2557,81,
9697,no_counterexample_found,2618,81,
9698,no_counterexample_found,2215,81,
9699,no_counterexample_found,2566,81,
9700,no_counterexample_found,2130,81,
9701,no_counterexample_found,2016,7,
9702,no_counterexample_found,2304,81,
9703,no_counterexample_found,1882,7,
9704,no_counterexample_found,2192,7,
9705,no_counterexample_found,2065,10,
9706,no_counterexample_found,2270,81,
9707,no_counterexample_found,2312,81,
9708,no_counterexample_found,2329,81,
9709,no_counterexample_found,2375,81,
9710,no_counterexample_found,2081,81,
9711,no_counterexample_found,2254,81,
9712,no_counterexample_found,2188,81,
9713,no_counterexample_found,2108,81,
9714,no_counterexample_found,2480,81,
9715,no_counterexample_found,2824,81,
9716,no_counterexample_found,2738,81,
9717,no_counterexample_found,2639,81,
9718,no_counterexample_found,2491,81,
9719,no_counterexample_found,2401,81,
9720,no_counterexample_found,2601,81,
9721,no_counterexample_found,2441,81,
9722,no_counterexample_found,2502,81,
9723,no_counterexample_found,2439,81,
9724,no_counterexample_found,2565,81,
9725,no_counterexample_found,2187,7,
9726,no_counterexample_found,2587,81,
9727,no_counterexample_found,2396,81,
9728,no_counterexample_found,2225,7,
9729,no_counterexample_found,2481,81,
9730,no_counterexample_found,3003,81,
9731,no_counterexample_found,2599,81,
9732,no_counterexample_found,2941,81,
9733,no_counterexample_found,2505,81,
9734,no_counterexample_found,2419,81,
9735,no_counterexample_found,2203,7,
9736,no_counterexample_found,2302,81,
9737,no_counterexample_found,2363,81,
9738,no_counterexample_found,2327,81,
9739,no_counterexample_found,2093,10,
9740,no_counterexample_found,2598,81,
9741,no_counterexample_found,2182,7,
9742,no_counterexample_found,2302,7,
9743,difference_test_written,2427,90,candidate_index=63;method1=OK;method2=OK
9744,no_counterexample_found,2609,81,
9745,no_counterexample_found,2617,6,
9746,no_counterexample_found,2580,81,
9747,no_counterexample_found,2539,81,
9748,no_counterexample_found,2258,81,
9749,no_counterexample_found,2231,81,
9750,no_counterexample_found,2243,81,
9751,no_counterexample_found,2071,81,
9752,no_counterexample_found,2039,90,
9753,no_counterexample_found,2105,81,
9754,no_counterexample_found,1878,7,
9755,no_counterexample_found,2290,90,
9756,no_counterexample_found,2651,81,
9757,no_counterexample_found,2094,81,
9758,no_counterexample_found,2101,81,
9759,no_counterexample_found,2085,7,
9760,no_counterexample_found,3345,81,
9761,no_counterexample_found,2697,81,
9762,no_counterexample_found,2453,81,
9763,no_counterexample_found,2078,81,
9764,no_counterexample_found,2217,81,
9765,no_counterexample_found,1829,81,
9766,no_counterexample_found,1860,90,
9767,no_counterexample_found,1909,81,
9768,no_counterexample_found,1609,81,
9769,no_counterexample_found,1787,81,
9770,no_counterexample_found,1765,81,
9771,no_counterexample_found,1949,43,
9772,no_counterexample_found,2014,43,
9773,no_counterexample_found,1986,81,
9774,difference_test_written,1313,90,candidate_index=45;method1=OK;method2=OK
9775,no_counterexample_found,2445,56,
9776,no_counterexample_found,2812,81,
9777,no_counterexample_found,2605,90,
9778,no_counterexample_found,2579,125,
9779,no_counterexample_found,2922,81,
9780,no_counterexample_found,2916,81,
9781,no_counterexample_found,2510,81,
9782,no_counterexample_found,2652,81,
9783,difference_test_written,2586,90,candidate_index=45;method1=OK;method2=OK
9784,no_counterexample_found,2464,81,
9785,no_counterexample_found,2149,6,
9786,no_counterexample_found,2378,43,
9787,no_counterexample_found,2474,81,
9788,no_counterexample_found,2316,43,
9789,no_counterexample_found,2459,90,
9790,no_counterexample_found,2419,56,
9791,no_counterexample_found,2357,6,
9792,no_counterexample_found,2378,56,
9793,no_counterexample_found,2472,90,
9794,no_counterexample_found,2647,90,
9795,no_counterexample_found,2241,56,
9796,no_counterexample_found,2043,56,
9797,no_counterexample_found,2206,81,
9798,no_counterexample_found,2284,81,
9799,no_counterexample_found,2399,56,
9800,no_counterexample_found,2337,81,
9801,no_counterexample_found,2267,81,
9802,no_counterexample_found,2158,81,
9803,no_counterexample_found,2615,81,
9804,no_counterexample_found,2520,81,
9805,no_counterexample_found,2428,43,
9806,no_counterexample_found,2166,81,
9807,no_counterexample_found,2197,56,
9808,no_counterexample_found,2331,81,
9809,no_counterexample_found,2444,7,
9810,no_counterexample_found,3100,81,
9811,no_counterexample_found,2762,43,
9812,no_counterexample_found,2496,7,
9813,no_counterexample_found,2597,50,
9814,no_counterexample_found,2622,81,
9815,no_counterexample_found,2588,43,
9816,no_counterexample_found,2926,81,
9817,no_counterexample_found,2569,43,
9818,no_counterexample_found,2305,7,
9819,no_counterexample_found,2489,81,
9820,no_counterexample_found,2539,81,
9821,no_counterexample_found,2279,6,
9822,no_counterexample_found,2344,81,
9823,no_counterexample_found,2267,6,
9824,no_counterexample_found,2077,6,
9825,no_counterexample_found,2331,81,
9826,no_counterexample_found,2672,81,
9827,no_counterexample_found,2315,81,
9828,difference_test_written,2603,100,candidate_index=40;method1=OK;method2=OK
9829,no_counterexample_found,2290,81,
9830,no_counterexample_found,2447,81,
9831,no_counterexample_found,2497,81,
9832,no_counterexample_found,2472,81,
9833,no_counterexample_found,2541,81,
9834,no_counterexample_found,2578,81,
9835,no_counterexample_found,2409,81,
9836,no_counterexample_found,2427,81,
9837,no_counterexample_found,2428,81,
9838,no_counterexample_found,2439,43,
9839,no_counterexample_found,2281,56,
9840,difference_test_written,2475,100,candidate_index=9;method1=OK;method2=OK
9841,no_counterexample_found,2337,50,
9842,no_counterexample_found,2379,50,
9843,no_counterexample_found,2699,43,
9844,no_counterexample_found,2473,43,
9845,no_counterexample_found,2515,81,
9846,no_counterexample_found,2419,81,
9847,no_counterexample_found,2384,43,
9848,no_counterexample_found,2261,81,
9849,no_counterexample_found,2441,81,
9850,no_counterexample_found,2409,81,
9851,no_counterexample_found,2435,81,
9852,no_counterexample_found,2380,81,
9853,no_counterexample_found,2422,81,
9854,no_counterexample_found,2405,81,
9855,no_counterexample_found,2522,81,
9856,no_counterexample_found,2333,81,
9857,no_counterexample_found,2417,81,
9858,no_counterexample_found,2291,81,
9859,no_counterexample_found,2363,81,
9860,no_counterexample_found,2339,81,
9861,no_counterexample_found,2336,81,
9862,no_counterexample_found,2475,43,
9863,no_counterexample_found,2384,81,
9864,no_counterexample_found,2374,43,
9865,no_counterexample_found,2510,81,
9866,no_counterexample_found,2134,6,
9867,no_counterexample_found,2038,6,
9868,no_counterexample_found,2248,43,
9869,no_counterexample_found,2322,56,
9870,no_counterexample_found,2235,56,
9871,no_counterexample_found,2376,56,
9872,no_counterexample_found,2413,43,
9873,no_counterexample_found,2402,43,
9874,no_counterexample_found,2322,43,
9875,no_counterexample_found,2371,50,
9876,no_counterexample_found,2424,56,
9877,no_counterexample_found,2155,7,
9878,no_counterexample_found,2384,43,
9879,no_counterexample_found,2082,6,
9880,no_counterexample_found,2373,81,
9881,no_counterexample_found,2301,43,
9882,no_counterexample_found,2166,7,
9883,no_counterexample_found,2263,50,
9884,no_counterexample_found,2288,56,
9885,no_counterexample_found,2362,50,
9886,no_counterexample_found,2351,50,
9887,no_counterexample_found,2549,50,
9888,difference_test_written,2434,6,candidate_index=4;method1=OK;method2=OK
9889,no_counterexample_found,2250,7,
9890,no_counterexample_found,2101,7,
9891,no_counterexample_found,2503,81,
9892,no_counterexample_found,2367,43,
9893,difference_test_written,2239,6,candidate_index=4;method1=OK;method2=OK
9894,no_counterexample_found,2387,43,
9895,no_counterexample_found,2427,6,
9896,no_counterexample_found,2395,43,
9897,no_counterexample_found,2259,43,
9898,no_counterexample_found,2331,7,
9899,no_counterexample_found,2390,56,
9900,no_counterexample_found,2360,43,
9901,no_counterexample_found,3521,6,
9902,no_counterexample_found,2430,43,
9903,no_counterexample_found,2082,6,
9904,no_counterexample_found,2444,50,
9905,no_counterexample_found,2491,9,
9906,no_counterexample_found,2340,50,
9907,no_counterexample_found,2225,6,
9908,no_counterexample_found,2246,50,
9909,no_counterexample_found,2161,7,
9910,no_counterexample_found,2122,7,
9911,no_counterexample_found,2248,50,
9912,no_counterexample_found,2125,7,
9913,no_counterexample_found,2517,50,
9914,no_counterexample_found,2286,50,
9915,no_counterexample_found,2255,7,
9916,no_counterexample_found,2246,7,
9917,no_counterexample_found,2936,125,
9918,no_counterexample_found,3080,125,
9919,no_counterexample_found,2907,7,
9920,no_counterexample_found,2523,7,
9921,no_counterexample_found,2650,7,
9922,no_counterexample_found,2365,125,
9923,no_counterexample_found,2177,7,
9924,no_counterexample_found,2632,125,
9925,no_counterexample_found,2694,90,
9926,no_counterexample_found,2550,125,
9927,no_counterexample_found,2501,125,
9928,no_counterexample_found,2597,125,
9929,no_counterexample_found,2700,125,
9930,no_counterexample_found,2852,125,
9931,no_counterexample_found,2566,125,
9932,no_counterexample_found,2653,125,
9933,no_counterexample_found,2951,125,
9934,no_counterexample_found,2847,125,
9935,no_counterexample_found,2554,125,
9936,no_counterexample_found,2628,125,
9937,no_counterexample_found,2234,7,
9938,no_counterexample_found,2277,7,
9939,no_counterexample_found,2111,7,
9940,no_counterexample_found,2227,7,
9941,no_counterexample_found,2336,7,
9942,no_counterexample_found,2293,7,
9943,no_counterexample_found,2250,7,
9944,no_counterexample_found,2614,7,
9945,difference_test_written,3077,90,candidate_index=64;method1=OK;method2=OK
9946,difference_test_written,2814,90,candidate_index=64;method1=OK;method2=OK
9947,difference_test_written,2674,90,candidate_index=64;method1=OK;method2=OK
9948,difference_test_written,2697,90,candidate_index=46;method1=OK;method2=OK
9949,difference_test_written,2828,90,candidate_index=64;method1=OK;method2=OK
9950,difference_test_written,2673,90,candidate_index=46;method1=OK;method2=OK
9951,difference_test_written,2668,90,candidate_index=64;method1=OK;method2=OK
9952,difference_test_written,2566,90,candidate_index=64;method1=OK;method2=OK
9953,difference_test_written,2639,90,candidate_index=64;method1=OK;method2=OK
9954,difference_test_written,2497,6,candidate_index=2;method1=OK;method2=OK
9955,difference_test_written,2813,125,candidate_index=85;method1=OK;method2=OK
9956,difference_test_written,2435,52,candidate_index=0;method1=OK;method2=OK
9957,no_counterexample_found,2342,43,
9958,no_counterexample_found,2357,52,
9959,no_counterexample_found,2303,43,
9960,difference_test_written,2629,68,candidate_index=7;method1=OK;method2=OK
9961,difference_test_written,2599,5,candidate_index=2;method1=OK;method2=OK
9962,no_counterexample_found,2245,43,
9963,no_counterexample_found,2362,52,
9964,no_counterexample_found,2436,52,
9965,difference_test_written,2327,52,candidate_index=0;method1=OK;method2=OK
9966,no_counterexample_found,2376,80,
9967,no_counterexample_found,2449,80,
9968,no_counterexample_found,2364,68,
9969,no_counterexample_found,2310,52,
9970,no_counterexample_found,2409,7,
9971,no_counterexample_found,2632,7,
9972,no_counterexample_found,2612,52,
9973,no_counterexample_found,2033,7,
9974,difference_test_written,2523,63,candidate_index=13;method1=OK;method2=OK
9975,no_counterexample_found,2607,43,
9976,difference_test_written,2349,52,candidate_index=0;method1=OK;method2=OK
9977,no_counterexample_found,2476,7,
9978,no_counterexample_found,2312,7,
9979,no_counterexample_found,2343,7,
9980,no_counterexample_found,2121,7,
9981,no_counterexample_found,2145,7,
9982,no_counterexample_found,2378,73,
9983,difference_test_written,2643,52,candidate_index=3;method1=OK;method2=OK
9984,no_counterexample_found,2155,10,
9985,no_counterexample_found,2790,63,
9986,difference_test_written,2661,63,candidate_index=4;method1=OK;method2=OK
9987,difference_test_written,3001,63,candidate_index=4;method1=OK;method2=OK
9988,no_counterexample_found,2860,52,
9989,no_counterexample_found,2824,73,
9990,no_counterexample_found,2664,81,
9991,no_counterexample_found,2346,7,
9992,no_counterexample_found,2200,10,
9993,no_counterexample_found,2382,25,
9994,no_counterexample_found,2300,7,
9995,no_counterexample_found,2399,64,
9996,no_counterexample_found,2620,52,
9997,no_counterexample_found,2358,52,
9998,no_counterexample_found,2562,125,
9999,no_counterexample_found,2804,125,
10000,no_counterexample_found,2275,7,
