class_id,status,elapsed_ms,candidate_count,detail
11636,difference_test_written,1068,52,candidate_index=0;method1=OK;method2=OK
11637,no_counterexample_found,1097,43,
11638,no_counterexample_found,1119,52,
11639,difference_test_written,1083,52,candidate_index=3;method1=OK;method2=EX
11640,no_counterexample_found,1072,52,
11641,difference_test_written,1105,52,candidate_index=0;method1=OK;method2=EX
11642,no_counterexample_found,1099,52,
11643,no_counterexample_found,1277,52,
11644,no_counterexample_found,1172,43,
11645,difference_test_written,1130,52,candidate_index=3;method1=OK;method2=EX
11646,difference_test_written,1082,52,candidate_index=3;method1=OK;method2=EX
11647,no_counterexample_found,1108,43,
11648,difference_test_written,1256,52,candidate_index=0;method1=OK;method2=EX
11649,difference_test_written,1113,52,candidate_index=3;method1=OK;method2=EX
11650,no_counterexample_found,1090,52,
11651,no_counterexample_found,1125,52,
11652,no_counterexample_found,1091,43,
11653,no_counterexample_found,1081,52,
11654,no_counterexample_found,1103,52,
11655,no_counterexample_found,1076,43,
11656,no_counterexample_found,1059,52,
11657,no_counterexample_found,1101,52,
11658,no_counterexample_found,1086,43,
11659,difference_test_written,1092,43,candidate_index=19;method1=OK;method2=EX
11660,no_counterexample_found,1106,43,
11661,no_counterexample_found,1089,52,
11662,no_counterexample_found,1098,52,
11663,difference_test_written,1079,52,candidate_index=3;method1=OK;method2=EX
11664,no_counterexample_found,1086,52,
11665,difference_test_written,1100,52,candidate_index=0;method1=OK;method2=EX
11666,no_counterexample_found,1103,52,
11667,difference_test_written,1049,52,candidate_index=0;method1=OK;method2=EX
11668,difference_test_written,1109,52,candidate_index=3;method1=OK;method2=EX
11669,no_counterexample_found,1102,52,
11670,no_counterexample_found,1049,52,
11671,no_counterexample_found,971,7,
11672,no_counterexample_found,1087,52,
11673,no_counterexample_found,1088,52,
11674,no_counterexample_found,988,7,
11675,no_counterexample_found,1113,52,
11676,no_counterexample_found,1089,43,
11677,difference_test_written,1077,52,candidate_index=3;method1=OK;method2=EX
11678,no_counterexample_found,1102,52,
11679,no_counterexample_found,1115,52,
11680,no_counterexample_found,1077,52,
11681,no_counterexample_found,987,7,
11682,no_counterexample_found,1206,95,
11683,no_counterexample_found,1191,95,
11684,no_counterexample_found,1301,95,
11685,difference_test_written,1132,7,candidate_index=0;method1=OK;method2=OK
11686,difference_test_written,1106,52,candidate_index=3;method1=EX;method2=OK
11687,difference_test_written,1109,65,candidate_index=3;method1=EX;method2=OK
11688,difference_test_written,1111,65,candidate_index=3;method1=EX;method2=OK
11689,difference_test_written,1111,52,candidate_index=22;method1=EX;method2=OK
11690,no_counterexample_found,1011,7,
11691,difference_test_written,1125,65,candidate_index=3;method1=EX;method2=OK
11692,difference_test_written,1097,43,candidate_index=19;method1=EX;method2=OK
11693,no_counterexample_found,971,7,
11694,no_counterexample_found,972,7,
11695,no_counterexample_found,1099,56,
11696,no_counterexample_found,1120,56,
11697,no_counterexample_found,1117,56,
11698,no_counterexample_found,1079,43,
11699,no_counterexample_found,1098,56,
11700,no_counterexample_found,1082,43,
11701,no_counterexample_found,1076,43,
11702,no_counterexample_found,1111,43,
11703,no_counterexample_found,1098,43,
11704,no_counterexample_found,1085,43,
11705,no_counterexample_found,1087,43,
11706,no_counterexample_found,1103,43,
11707,no_counterexample_found,1116,43,
11708,difference_test_written,1057,43,candidate_index=13;method1=OK;method2=OK
11709,no_counterexample_found,1132,56,
11710,no_counterexample_found,1079,56,
11711,no_counterexample_found,1112,43,
11712,no_counterexample_found,1087,56,
11713,no_counterexample_found,1073,43,
11714,no_counterexample_found,1093,43,
11715,no_counterexample_found,1118,56,
11716,no_counterexample_found,1131,56,
11717,no_counterexample_found,1102,43,
11718,no_counterexample_found,1076,43,
11719,no_counterexample_found,1087,43,
11720,no_counterexample_found,1067,43,
11721,no_counterexample_found,1003,10,
11722,no_counterexample_found,1112,43,
11723,no_counterexample_found,1131,56,
11724,no_counterexample_found,1128,56,
11725,no_counterexample_found,1132,56,
11726,no_counterexample_found,1260,43,
11727,no_counterexample_found,1004,10,
11728,no_counterexample_found,984,7,
11729,no_counterexample_found,989,7,
11730,no_counterexample_found,1145,7,
11731,no_counterexample_found,1023,10,
11732,no_counterexample_found,981,7,
11733,no_counterexample_found,997,7,
11734,no_counterexample_found,973,7,
11735,no_counterexample_found,973,7,
11736,no_counterexample_found,973,7,
11737,no_counterexample_found,995,10,
11738,difference_test_written,1141,65,candidate_index=1;method1=EX;method2=OK
11739,difference_test_written,1112,90,candidate_index=13;method1=OK;method2=OK
11740,difference_test_written,1101,53,candidate_index=0;method1=OK;method2=OK
11741,no_counterexample_found,969,7,
11742,no_counterexample_found,958,7,
11743,no_counterexample_found,950,7,
11744,difference_test_written,1094,52,candidate_index=3;method1=EX;method2=OK
11745,no_counterexample_found,1095,52,
11746,no_counterexample_found,969,7,
11747,difference_test_written,1153,52,candidate_index=22;method1=EX;method2=OK
11748,difference_test_written,1104,52,candidate_index=22;method1=EX;method2=OK
11749,no_counterexample_found,988,7,
11750,difference_test_written,1076,43,candidate_index=19;method1=EX;method2=OK
11751,difference_test_written,1086,52,candidate_index=3;method1=EX;method2=OK
11752,difference_test_written,1095,52,candidate_index=22;method1=EX;method2=OK
11753,difference_test_written,1103,52,candidate_index=22;method1=EX;method2=OK
11754,difference_test_written,1093,52,candidate_index=3;method1=EX;method2=OK
11755,no_counterexample_found,1118,52,
11756,difference_test_written,1107,43,candidate_index=19;method1=EX;method2=OK
11757,difference_test_written,1085,52,candidate_index=22;method1=EX;method2=OK
11758,no_counterexample_found,989,10,
11759,difference_test_written,1096,52,candidate_index=22;method1=EX;method2=OK
11760,difference_test_written,1054,52,candidate_index=22;method1=EX;method2=OK
11761,difference_test_written,1108,52,candidate_index=22;method1=EX;method2=OK
11762,difference_test_written,1093,52,candidate_index=3;method1=EX;method2=OK
11763,difference_test_written,1064,52,candidate_index=3;method1=EX;method2=OK
11764,difference_test_written,1060,43,candidate_index=19;method1=EX;method2=OK
11765,difference_test_written,1094,52,candidate_index=3;method1=EX;method2=OK
11766,difference_test_written,1095,52,candidate_index=3;method1=EX;method2=OK
11767,difference_test_written,1100,43,candidate_index=19;method1=EX;method2=OK
11768,difference_test_written,1083,52,candidate_index=3;method1=EX;method2=OK
11769,difference_test_written,1067,52,candidate_index=3;method1=EX;method2=OK
11770,difference_test_written,1072,43,candidate_index=19;method1=EX;method2=OK
11771,no_counterexample_found,1080,43,
11772,difference_test_written,1098,43,candidate_index=19;method1=EX;method2=OK
11773,difference_test_written,1102,52,candidate_index=3;method1=EX;method2=OK
11774,difference_test_written,1073,52,candidate_index=3;method1=EX;method2=OK
11775,difference_test_written,1117,52,candidate_index=22;method1=EX;method2=OK
11776,difference_test_written,1099,52,candidate_index=3;method1=EX;method2=OK
11777,difference_test_written,1092,52,candidate_index=22;method1=EX;method2=OK
11778,difference_test_written,1083,52,candidate_index=3;method1=EX;method2=OK
11779,difference_test_written,1133,52,candidate_index=22;method1=EX;method2=OK
11780,difference_test_written,1182,52,candidate_index=3;method1=EX;method2=OK
11781,difference_test_written,1131,52,candidate_index=3;method1=EX;method2=OK
11782,difference_test_written,1250,52,candidate_index=3;method1=EX;method2=OK
11783,difference_test_written,1140,52,candidate_index=3;method1=EX;method2=OK
11784,difference_test_written,1069,52,candidate_index=3;method1=EX;method2=OK
11785,difference_test_written,1088,43,candidate_index=19;method1=EX;method2=OK
11786,difference_test_written,1153,7,candidate_index=3;method1=OK;method2=OK
11787,difference_test_written,1151,52,candidate_index=22;method1=EX;method2=OK
11788,difference_test_written,1078,52,candidate_index=3;method1=EX;method2=OK
11789,difference_test_written,1092,52,candidate_index=3;method1=EX;method2=OK
11790,difference_test_written,1049,52,candidate_index=3;method1=EX;method2=OK
11791,no_counterexample_found,967,7,
11792,no_counterexample_found,962,7,
11793,no_counterexample_found,1139,100,
11794,no_counterexample_found,947,7,
11795,no_counterexample_found,972,7,
11796,no_counterexample_found,996,7,
11797,no_counterexample_found,972,7,
11798,no_counterexample_found,1207,100,
11799,no_counterexample_found,1089,43,
11800,difference_test_written,1136,80,candidate_index=7;method1=EX;method2=OK
11801,difference_test_written,1165,65,candidate_index=30;method1=EX;method2=OK
11802,difference_test_written,1171,100,candidate_index=50;method1=OK;method2=OK
11803,no_counterexample_found,1128,100,
11804,no_counterexample_found,1067,43,
11805,difference_test_written,1203,100,candidate_index=67;method1=OK;method2=EX
11806,no_counterexample_found,982,7,
11807,no_counterexample_found,1106,65,
11808,difference_test_written,1058,52,candidate_index=0;method1=EX;method2=OK
11809,difference_test_written,1087,52,candidate_index=0;method1=EX;method2=OK
11810,difference_test_written,1161,100,candidate_index=31;method1=EX;method2=OK
11811,no_counterexample_found,1120,65,
11812,difference_test_written,1127,65,candidate_index=30;method1=EX;method2=OK
11813,no_counterexample_found,1159,100,
11814,no_counterexample_found,1185,100,
11815,difference_test_written,983,9,candidate_index=4;method1=OK;method2=OK
11816,difference_test_written,1095,52,candidate_index=0;method1=EX;method2=OK
11817,no_counterexample_found,1106,52,
11818,no_counterexample_found,1091,56,
11819,difference_test_written,1105,65,candidate_index=3;method1=OK;method2=EX
11820,difference_test_written,1165,85,candidate_index=42;method1=EX;method2=OK
11821,difference_test_written,1109,64,candidate_index=20;method1=EX;method2=OK
11822,no_counterexample_found,1060,43,
11823,no_counterexample_found,973,7,
11824,difference_test_written,1080,52,candidate_index=0;method1=EX;method2=OK
11825,difference_test_written,1133,65,candidate_index=30;method1=EX;method2=OK
11826,no_counterexample_found,981,7,
11827,difference_test_written,1241,52,candidate_index=0;method1=EX;method2=OK
11828,no_counterexample_found,1327,65,
11829,difference_test_written,1093,52,candidate_index=0;method1=EX;method2=OK
11830,no_counterexample_found,1085,56,
11831,difference_test_written,963,7,candidate_index=3;method1=OK;method2=OK
11832,no_counterexample_found,1381,100,
11833,no_counterexample_found,1033,7,
11834,no_counterexample_found,1164,125,
11835,no_counterexample_found,1107,72,
11836,no_counterexample_found,1116,72,
11837,no_counterexample_found,965,7,
11838,no_counterexample_found,980,7,
11839,no_counterexample_found,1104,72,
11840,no_counterexample_found,967,7,
11841,difference_test_written,1150,100,candidate_index=59;method1=OK;method2=OK
11842,difference_test_written,1108,100,candidate_index=59;method1=OK;method2=OK
11843,no_counterexample_found,1137,72,
11844,no_counterexample_found,1106,72,
11845,no_counterexample_found,1109,72,
11846,difference_test_written,1115,100,candidate_index=59;method1=OK;method2=OK
11847,difference_test_written,1149,100,candidate_index=59;method1=OK;method2=OK
11848,no_counterexample_found,1078,43,
11849,no_counterexample_found,975,7,
11850,difference_test_written,1106,52,candidate_index=4;method1=OK;method2=OK
11851,difference_test_written,1131,100,candidate_index=59;method1=OK;method2=OK
11852,difference_test_written,1086,100,candidate_index=59;method1=OK;method2=OK
11853,difference_test_written,1107,100,candidate_index=59;method1=OK;method2=OK
11854,difference_test_written,1146,100,candidate_index=59;method1=OK;method2=OK
11855,difference_test_written,1133,100,candidate_index=59;method1=OK;method2=OK
11856,difference_test_written,1122,52,candidate_index=3;method1=OK;method2=OK
11857,difference_test_written,1125,100,candidate_index=12;method1=OK;method2=OK
11858,no_counterexample_found,1114,52,
11859,no_counterexample_found,1130,100,
11860,no_counterexample_found,1123,65,
11861,difference_test_written,1121,72,candidate_index=1;method1=OK;method2=OK
11862,difference_test_written,1114,100,candidate_index=3;method1=OK;method2=OK
11863,no_counterexample_found,1127,73,
11864,no_counterexample_found,1113,65,
11865,no_counterexample_found,1136,90,
11866,no_counterexample_found,1135,100,
11867,no_counterexample_found,1147,100,
11868,difference_test_written,1093,100,candidate_index=12;method1=OK;method2=OK
11869,no_counterexample_found,999,7,
11870,no_counterexample_found,1069,65,
11871,difference_test_written,1131,100,candidate_index=3;method1=OK;method2=OK
11872,difference_test_written,1126,100,candidate_index=3;method1=OK;method2=OK
11873,difference_test_written,1100,100,candidate_index=3;method1=OK;method2=OK
11874,difference_test_written,1100,72,candidate_index=2;method1=OK;method2=OK
11875,no_counterexample_found,1123,65,
11876,no_counterexample_found,1095,65,
11877,difference_test_written,1064,43,candidate_index=0;method1=OK;method2=EX
11878,no_counterexample_found,1074,43,
11879,no_counterexample_found,1089,43,
11880,no_counterexample_found,1084,43,
11881,no_counterexample_found,1092,43,
11882,no_counterexample_found,1087,43,
11883,no_counterexample_found,1082,43,
11884,no_counterexample_found,1075,43,
11885,no_counterexample_found,1093,43,
11886,difference_test_written,1070,43,candidate_index=13;method1=EX;method2=OK
11887,no_counterexample_found,1081,43,
11888,no_counterexample_found,1102,43,
11889,no_counterexample_found,1071,43,
11890,no_counterexample_found,1050,43,
11891,no_counterexample_found,1090,43,
11892,no_counterexample_found,1086,43,
11893,no_counterexample_found,1078,43,
11894,no_counterexample_found,1088,43,
11895,no_counterexample_found,1098,43,
11896,no_counterexample_found,1069,43,
11897,difference_test_written,1074,43,candidate_index=13;method1=EX;method2=OK
11898,difference_test_written,1074,43,candidate_index=0;method1=OK;method2=EX
11899,no_counterexample_found,1175,43,
11900,difference_test_written,1270,43,candidate_index=3;method1=OK;method2=EX
11901,no_counterexample_found,1096,43,
11902,difference_test_written,1070,43,candidate_index=13;method1=EX;method2=OK
11903,no_counterexample_found,1054,43,
11904,no_counterexample_found,1220,43,
11905,no_counterexample_found,1124,10,
11906,no_counterexample_found,1137,43,
11907,no_counterexample_found,1037,43,
11908,no_counterexample_found,963,7,
11909,no_counterexample_found,948,7,
11910,no_counterexample_found,1034,43,
11911,no_counterexample_found,1052,43,
11912,no_counterexample_found,1064,56,
11913,no_counterexample_found,931,7,
11914,difference_test_written,1082,65,candidate_index=30;method1=OK;method2=OK
11915,no_counterexample_found,931,7,
11916,difference_test_written,1075,52,candidate_index=3;method1=OK;method2=OK
11917,no_counterexample_found,1063,65,
11918,difference_test_written,1117,69,candidate_index=8;method1=OK;method2=OK
11919,difference_test_written,1020,52,candidate_index=0;method1=OK;method2=OK
11920,difference_test_written,1029,52,candidate_index=0;method1=OK;method2=OK
11921,difference_test_written,1016,52,candidate_index=0;method1=OK;method2=OK
11922,no_counterexample_found,1105,85,
11923,no_counterexample_found,1103,52,
11924,no_counterexample_found,1045,43,
11925,no_counterexample_found,1018,43,
11926,no_counterexample_found,946,7,
11927,no_counterexample_found,1059,52,
11928,no_counterexample_found,1072,43,
11929,no_counterexample_found,1072,52,
11930,no_counterexample_found,1091,65,
11931,no_counterexample_found,1115,85,
11932,no_counterexample_found,1157,65,
11933,difference_test_written,1074,53,candidate_index=0;method1=OK;method2=OK
11934,no_counterexample_found,1154,80,
11935,difference_test_written,1064,52,candidate_index=0;method1=OK;method2=OK
11936,difference_test_written,1119,64,candidate_index=7;method1=OK;method2=OK
11937,no_counterexample_found,1086,56,
11938,difference_test_written,1054,52,candidate_index=0;method1=OK;method2=OK
11939,difference_test_written,1088,65,candidate_index=30;method1=OK;method2=OK
11940,no_counterexample_found,1037,43,
11941,no_counterexample_found,1055,43,
11942,no_counterexample_found,1102,52,
11943,difference_test_written,1073,52,candidate_index=0;method1=OK;method2=OK
11944,no_counterexample_found,957,7,
11945,no_counterexample_found,965,7,
11946,no_counterexample_found,976,7,
11947,difference_test_written,1061,65,candidate_index=30;method1=OK;method2=OK
11948,no_counterexample_found,1086,52,
11949,no_counterexample_found,1018,43,
11950,no_counterexample_found,1075,56,
11951,no_counterexample_found,937,7,
11952,no_counterexample_found,1060,43,
11953,no_counterexample_found,1062,56,
11954,no_counterexample_found,925,7,
11955,no_counterexample_found,1066,43,
11956,no_counterexample_found,1064,43,
11957,no_counterexample_found,1054,43,
11958,no_counterexample_found,1116,100,
11959,no_counterexample_found,1060,43,
11960,no_counterexample_found,1029,43,
11961,no_counterexample_found,1071,43,
11962,no_counterexample_found,1078,43,
11963,no_counterexample_found,1069,43,
11964,no_counterexample_found,970,7,
11965,no_counterexample_found,1104,56,
11966,no_counterexample_found,1251,56,
11967,no_counterexample_found,1122,56,
11968,no_counterexample_found,1088,43,
11969,no_counterexample_found,1074,56,
11970,no_counterexample_found,1179,43,
11971,no_counterexample_found,1198,43,
11972,no_counterexample_found,1116,56,
11973,no_counterexample_found,1076,56,
11974,no_counterexample_found,1045,43,
11975,no_counterexample_found,1033,43,
11976,no_counterexample_found,1035,43,
11977,no_counterexample_found,1061,43,
11978,no_counterexample_found,1108,43,
11979,no_counterexample_found,1058,56,
11980,no_counterexample_found,1093,56,
11981,no_counterexample_found,1060,56,
11982,no_counterexample_found,1066,56,
11983,no_counterexample_found,1041,43,
11984,difference_test_written,1062,52,candidate_index=3;method1=OK;method2=EX
11985,difference_test_written,1043,52,candidate_index=17;method1=OK;method2=OK
11986,no_counterexample_found,1032,43,
11987,no_counterexample_found,1048,52,
11988,difference_test_written,1055,52,candidate_index=3;method1=OK;method2=EX
11989,no_counterexample_found,1031,43,
11990,difference_test_written,1052,52,candidate_index=3;method1=OK;method2=EX
11991,difference_test_written,1051,52,candidate_index=3;method1=OK;method2=EX
11992,no_counterexample_found,960,10,
11993,no_counterexample_found,1069,43,
11994,difference_test_written,1050,52,candidate_index=17;method1=OK;method2=EX
11995,difference_test_written,1045,52,candidate_index=3;method1=OK;method2=EX
11996,no_counterexample_found,1037,52,
11997,no_counterexample_found,1055,52,
11998,no_counterexample_found,1055,43,
11999,no_counterexample_found,1103,68,
12000,no_counterexample_found,1086,43,
12001,no_counterexample_found,1088,52,
12002,no_counterexample_found,1110,52,
12003,no_counterexample_found,1093,43,
12004,difference_test_written,1023,43,candidate_index=19;method1=OK;method2=EX
12005,no_counterexample_found,1046,43,
12006,no_counterexample_found,1092,64,
12007,difference_test_written,1096,52,candidate_index=3;method1=OK;method2=EX
12008,no_counterexample_found,915,7,
12009,no_counterexample_found,945,7,
12010,difference_test_written,1030,52,candidate_index=0;method1=OK;method2=EX
12011,no_counterexample_found,1089,52,
12012,no_counterexample_found,1156,52,
12013,no_counterexample_found,1016,7,
12014,no_counterexample_found,1190,52,
12015,no_counterexample_found,968,7,
12016,no_counterexample_found,1053,64,
12017,no_counterexample_found,1137,43,
12018,difference_test_written,1238,52,candidate_index=3;method1=OK;method2=EX
12019,no_counterexample_found,1107,52,
12020,no_counterexample_found,1054,52,
12021,no_counterexample_found,1134,125,
12022,difference_test_written,996,53,candidate_index=0;method1=OK;method2=OK
12023,no_counterexample_found,950,7,
12024,no_counterexample_found,948,7,
12025,no_counterexample_found,929,7,
12026,difference_test_written,1115,125,candidate_index=7;method1=OK;method2=OK
12027,difference_test_written,1032,53,candidate_index=0;method1=OK;method2=OK
12028,no_counterexample_found,1064,52,
12029,difference_test_written,1043,65,candidate_index=30;method1=OK;method2=OK
12030,no_counterexample_found,1045,53,
12031,no_counterexample_found,1061,52,
12032,no_counterexample_found,1055,52,
12033,no_counterexample_found,1049,52,
12034,no_counterexample_found,941,7,
12035,no_counterexample_found,935,7,
12036,no_counterexample_found,1052,52,
12037,difference_test_written,1084,52,candidate_index=3;method1=OK;method2=OK
12038,no_counterexample_found,1075,43,
12039,no_counterexample_found,1046,43,
12040,difference_test_written,1065,65,candidate_index=30;method1=OK;method2=OK
12041,no_counterexample_found,1087,65,
12042,no_counterexample_found,1070,65,
12043,class_timeout,305127,0,subprocess timeout after 300.0 seconds
12044,difference_test_written,3274,53,candidate_index=0;method1=OK;method2=OK
12045,no_counterexample_found,3381,65,
12046,no_counterexample_found,3170,52,
12047,no_counterexample_found,3219,52,
12048,no_counterexample_found,2821,7,
12049,no_counterexample_found,3523,65,
12050,no_counterexample_found,3567,65,
12051,no_counterexample_found,3531,52,
12052,no_counterexample_found,3374,52,
12053,no_counterexample_found,3184,43,
12054,no_counterexample_found,3203,43,
12055,no_counterexample_found,2912,7,
12056,no_counterexample_found,3095,52,
12057,no_counterexample_found,3293,65,
12058,no_counterexample_found,2853,7,
12059,no_counterexample_found,2171,65,
12060,no_counterexample_found,2107,65,
12061,no_counterexample_found,2012,7,
12062,no_counterexample_found,2317,65,
12063,no_counterexample_found,2444,43,
12064,no_counterexample_found,2807,7,
12065,no_counterexample_found,2425,7,
12066,no_counterexample_found,2673,7,
12067,no_counterexample_found,3180,7,
12068,difference_test_written,2807,43,candidate_index=0;method1=OK;method2=EX
12069,no_counterexample_found,2914,52,
12070,no_counterexample_found,2676,10,
12071,no_counterexample_found,2989,52,
12072,no_counterexample_found,2809,52,
12073,no_counterexample_found,1982,52,
12074,no_counterexample_found,1855,53,
12075,no_counterexample_found,2055,52,
12076,difference_test_written,1991,52,candidate_index=0;method1=OK;method2=OK
12077,no_counterexample_found,1801,52,
12078,no_counterexample_found,2243,52,
12079,difference_test_written,4064,52,candidate_index=3;method1=OK;method2=EX
12080,difference_test_written,4031,43,candidate_index=3;method1=OK;method2=EX
12081,no_counterexample_found,3375,52,
12082,difference_test_written,3133,52,candidate_index=3;method1=OK;method2=EX
12083,no_counterexample_found,3100,52,
12084,no_counterexample_found,2943,43,
12085,no_counterexample_found,3288,52,
12086,difference_test_written,3774,7,candidate_index=3;method1=OK;method2=OK
12087,no_counterexample_found,2915,7,
12088,difference_test_written,3888,52,candidate_index=22;method1=EX;method2=OK
12089,difference_test_written,3482,52,candidate_index=22;method1=EX;method2=OK
12090,difference_test_written,3207,43,candidate_index=19;method1=EX;method2=OK
12091,difference_test_written,3114,52,candidate_index=3;method1=EX;method2=OK
12092,difference_test_written,3772,52,candidate_index=22;method1=EX;method2=OK
12093,difference_test_written,3724,52,candidate_index=22;method1=EX;method2=OK
12094,no_counterexample_found,3447,52,
12095,difference_test_written,3348,43,candidate_index=19;method1=EX;method2=OK
12096,difference_test_written,3538,52,candidate_index=22;method1=EX;method2=OK
12097,difference_test_written,3305,52,candidate_index=22;method1=EX;method2=OK
12098,difference_test_written,3359,52,candidate_index=22;method1=EX;method2=OK
12099,difference_test_written,3313,52,candidate_index=22;method1=EX;method2=OK
12100,difference_test_written,3527,52,candidate_index=3;method1=EX;method2=OK
12101,difference_test_written,3549,52,candidate_index=3;method1=EX;method2=OK
12102,difference_test_written,3432,52,candidate_index=3;method1=EX;method2=OK
12103,difference_test_written,3327,43,candidate_index=19;method1=EX;method2=OK
12104,difference_test_written,3189,52,candidate_index=3;method1=EX;method2=OK
12105,difference_test_written,3393,43,candidate_index=19;method1=EX;method2=OK
12106,difference_test_written,3382,52,candidate_index=3;method1=EX;method2=OK
12107,difference_test_written,3371,52,candidate_index=3;method1=EX;method2=OK
12108,difference_test_written,3191,43,candidate_index=19;method1=EX;method2=OK
12109,no_counterexample_found,3051,43,
12110,difference_test_written,3118,43,candidate_index=19;method1=EX;method2=OK
12111,difference_test_written,3305,52,candidate_index=3;method1=EX;method2=OK
12112,difference_test_written,3206,52,candidate_index=3;method1=EX;method2=OK
12113,difference_test_written,3255,52,candidate_index=22;method1=EX;method2=OK
12114,difference_test_written,3234,52,candidate_index=22;method1=EX;method2=OK
12115,difference_test_written,3188,52,candidate_index=3;method1=EX;method2=OK
12116,difference_test_written,3429,52,candidate_index=22;method1=EX;method2=OK
12117,difference_test_written,3177,52,candidate_index=3;method1=EX;method2=OK
12118,difference_test_written,2982,52,candidate_index=3;method1=EX;method2=OK
12119,difference_test_written,3297,52,candidate_index=3;method1=EX;method2=OK
12120,difference_test_written,3382,52,candidate_index=3;method1=EX;method2=OK
12121,difference_test_written,3304,43,candidate_index=19;method1=EX;method2=OK
12122,difference_test_written,3312,52,candidate_index=3;method1=EX;method2=OK
12123,difference_test_written,3349,52,candidate_index=22;method1=EX;method2=OK
12124,difference_test_written,3116,52,candidate_index=3;method1=EX;method2=OK
12125,difference_test_written,3191,52,candidate_index=3;method1=EX;method2=OK
12126,difference_test_written,3476,52,candidate_index=3;method1=EX;method2=OK
12127,no_counterexample_found,2749,7,
12128,no_counterexample_found,2883,7,
12129,no_counterexample_found,3077,7,
12130,no_counterexample_found,2949,7,
12131,difference_test_written,3412,52,candidate_index=0;method1=OK;method2=OK
12132,no_counterexample_found,2733,7,
12133,difference_test_written,3301,52,candidate_index=0;method1=OK;method2=OK
12134,difference_test_written,3314,43,candidate_index=0;method1=EX;method2=OK
12135,difference_test_written,3167,10,candidate_index=0;method1=OK;method2=OK
12136,difference_test_written,3515,43,candidate_index=0;method1=EX;method2=OK
12137,difference_test_written,3027,43,candidate_index=0;method1=EX;method2=OK
12138,difference_test_written,3316,43,candidate_index=0;method1=EX;method2=OK
12139,no_counterexample_found,3254,7,
12140,difference_test_written,3529,43,candidate_index=0;method1=EX;method2=OK
12141,difference_test_written,3425,43,candidate_index=0;method1=EX;method2=OK
12142,difference_test_written,3533,43,candidate_index=0;method1=EX;method2=OK
12143,no_counterexample_found,3262,43,
12144,no_counterexample_found,3339,7,
12145,difference_test_written,3338,43,candidate_index=0;method1=EX;method2=OK
12146,difference_test_written,2863,43,candidate_index=0;method1=EX;method2=OK
12147,no_counterexample_found,3248,43,
12148,difference_test_written,3316,43,candidate_index=0;method1=EX;method2=OK
12149,no_counterexample_found,3382,43,
12150,difference_test_written,3151,43,candidate_index=0;method1=EX;method2=OK
12151,difference_test_written,3126,43,candidate_index=0;method1=EX;method2=OK
12152,difference_test_written,3230,72,candidate_index=59;method1=OK;method2=OK
12153,no_counterexample_found,3280,9,
12154,no_counterexample_found,3270,9,
12155,no_counterexample_found,3046,9,
12156,no_counterexample_found,2946,9,
12157,no_counterexample_found,2849,9,
12158,no_counterexample_found,3091,9,
12159,difference_test_written,3307,66,candidate_index=2;method1=OK;method2=OK
12160,no_counterexample_found,2742,9,
12161,no_counterexample_found,2923,9,
12162,no_counterexample_found,2917,9,
12163,no_counterexample_found,3097,9,
12164,no_counterexample_found,3175,9,
12165,no_counterexample_found,2908,9,
12166,no_counterexample_found,2968,9,
12167,no_counterexample_found,2834,9,
12168,no_counterexample_found,2880,9,
12169,no_counterexample_found,3153,100,
12170,no_counterexample_found,2983,100,
12171,no_counterexample_found,3191,100,
12172,no_counterexample_found,3239,100,
12173,no_counterexample_found,3161,100,
12174,no_counterexample_found,2908,9,
12175,no_counterexample_found,3278,100,
12176,no_counterexample_found,3088,100,
12177,no_counterexample_found,2808,9,
12178,no_counterexample_found,2708,9,
12179,no_counterexample_found,3168,100,
12180,no_counterexample_found,3232,100,
12181,no_counterexample_found,3170,100,
12182,difference_test_written,3229,125,candidate_index=9;method1=OK;method2=EX
12183,no_counterexample_found,2853,9,
12184,no_counterexample_found,2758,9,
12185,no_counterexample_found,2915,9,
12186,no_counterexample_found,3285,52,
12187,no_counterexample_found,3020,9,
12188,difference_test_written,3600,65,candidate_index=30;method1=EX;method2=OK
12189,no_counterexample_found,3267,43,
12190,difference_test_written,3110,52,candidate_index=0;method1=EX;method2=OK
12191,no_counterexample_found,3253,52,
12192,no_counterexample_found,3452,100,
12193,no_counterexample_found,3410,113,
12194,difference_test_written,3277,80,candidate_index=7;method1=EX;method2=OK
12195,no_counterexample_found,3242,43,
12196,no_counterexample_found,3227,52,
12197,no_counterexample_found,3508,52,
12198,no_counterexample_found,3400,9,
12199,no_counterexample_found,3352,65,
12200,no_counterexample_found,3199,25,
12201,no_counterexample_found,3004,52,
12202,difference_test_written,3089,68,candidate_index=7;method1=EX;method2=OK
12203,difference_test_written,3048,52,candidate_index=0;method1=EX;method2=OK
12204,no_counterexample_found,3277,43,
12205,difference_test_written,3238,52,candidate_index=0;method1=EX;method2=OK
12206,difference_test_written,3657,80,candidate_index=7;method1=EX;method2=OK
12207,no_counterexample_found,3430,43,
12208,no_counterexample_found,2995,9,
12209,difference_test_written,3394,52,candidate_index=0;method1=EX;method2=OK
12210,no_counterexample_found,3177,9,
12211,no_counterexample_found,3450,56,
12212,difference_test_written,3310,43,candidate_index=19;method1=OK;method2=EX
12213,no_counterexample_found,3283,43,
12214,difference_test_written,3249,52,candidate_index=0;method1=EX;method2=OK
